,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,sum
1621,1806,Men,Footwear,Sandal,Sandals,Brown,Spring,Casual,Quechua Men Arpenaz Brown Sandal,Casual Brown Sandals Spring
1622,56278,Women,Apparel,Innerwear,Bra,Skin,Summer,Casual,Biara Skin Coloured Everyday Support Bra MW 1002,Casual Skin Bra Summer
1623,56876,Women,Footwear,Shoes,Heels,Blue,Winter,Casual,HM Women Blue Heels,Casual Blue Heels Winter
1624,21118,Men,Apparel,Topwear,Shirts,Olive,Fall,Casual,s.Oliver Men Check Olive Shirt,Casual Olive Shirts Fall
1625,53538,Women,Apparel,Innerwear,Briefs,Multi,Winter,Casual,Amante Women Pack of 3 Assorted Briefs PFCP13,Casual Multi Briefs Winter
1626,21924,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,Ethnic,Biba Women Black Printed Churidar Kurta with Dupatta,Ethnic Black Kurta Sets Fall
1627,57198,Women,Apparel,Topwear,Tops,Multi,Summer,Casual,Elle Women Multi Coloured Top,Casual Multi Tops Summer
1628,6811,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,Timberland Men's Ox Maroon Red Shoe,Casual Red Casual Shoes Summer
1629,9065,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Mark Taylor Men Blue Striped Shirt,Formal Blue Shirts Fall
1630,30258,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Red Tape Men Brown Shoes,Casual Brown Casual Shoes Winter
1631,42678,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,Ethnic,Alma Women Navy Blue Printed Kurta,Ethnic Navy Blue Kurtas Summer
1632,12108,Women,Apparel,Topwear,Kurtis,Blue,Fall,Ethnic,W Women Printed Pink Kurtis,Ethnic Blue Kurtis Fall
1633,9859,Men,Apparel,Topwear,Tshirts,Pink,Fall,Casual,Status Quo Men Pink Polo Tshirts,Casual Pink Tshirts Fall
1634,12934,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Classic Polo Men Rugby Scrum Blue Tshirts,Casual Blue Tshirts Fall
1635,3103,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Probase Men's Wtf Blue T-Shirt,Casual Navy Blue Tshirts Summer
1636,42224,Women,Apparel,Topwear,Tops,White,Summer,Casual,Sepia Women White Top,Casual White Tops Summer
1637,30604,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,Nike Men Classic Jersey Black Track Pants,Casual Black Track Pants Summer
1638,13486,Men,Apparel,Topwear,Shirts,White,Summer,Casual,United Colors of Benetton Men Stripes White Shirts,Casual White Shirts Summer
1639,19980,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,United Colors of Benetton Men Printed Yellow TShirt,Casual Yellow Tshirts Summer
1640,23213,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,Aneri Women Gauri White Kurta,Ethnic White Kurtas Fall
1641,17026,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,Gas Men Beach Flip Flops,Casual Blue Flip Flops Summer
1642,18852,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Puma Men Head Navy Blue Tshirt,Casual Navy Blue Tshirts Fall
1643,6471,Women,Apparel,Topwear,Tshirts,Grey,Summer,Casual,ADIDAS Women's Polo Grey T-shirt,Casual Grey Tshirts Summer
1644,15771,Men,Apparel,Innerwear,Briefs,Red,Summer,Casual,Facit Men Trophy BF Red Briefs,Casual Red Briefs Summer
1645,4326,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Tantra Kid's Unisex Got It Pink Kidswear,Casual Pink Tshirts Summer
1646,24036,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Locomotive Men Printed Red T-shirt,Casual Red Tshirts Fall
1647,1654,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Reebok Men's Frisker LP Shoe,Sports White Sports Shoes Fall
1648,33081,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,U.S. Polo Assn. Denim Co. Men Navy Blue T-Shirt,Casual Navy Blue Tshirts Summer
1649,40573,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,W Women Cream Kurta,Ethnic Cream Kurtas Summer
1650,56416,Women,Apparel,Innerwear,Bra,Rose,Summer,Casual,Biara Women Rose Red Bra,Casual Rose Bra Summer
1651,14491,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Flying Machine Men Casual Black Casual Shoes,Casual Black Casual Shoes Fall
1652,37613,Girls,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Madagascar3 Girls Purple Printed T-Shirt,Casual Purple Tshirts Summer
1653,4114,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Fila Men Obsidian Black Sandal,Casual Black Sandals Summer
1654,15543,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Catwalk Women Casual Brown Wedges,Casual Brown Heels Winter
1655,40741,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,Casual,Converse Unisex Navy Blue Flip Flops,Casual Navy Blue Flip Flops Winter
1656,10031,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Sports,Nike Men As Arsenal Co Navy Blue T-Shirts,Sports Navy Blue Tshirts Fall
1657,24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Deni Yo Men Skinny Fit Blue Jeans,Casual Blue Jeans Summer
1658,4928,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Gini and Jony Girl's Venice Green Blue Infant Kidswear,Casual Green Tops Summer
1659,41693,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,Casual,Superman Men Blue Printed Lounge Pants,Casual Navy Blue Lounge Pants Summer
1660,42016,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,ADIDAS Men Silver Phaedra Shoes,Sports Silver Sports Shoes Summer
1661,12766,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Spykar Men Stripe Navy Blue T-Shirts,Casual Navy Blue Tshirts Fall
1662,26553,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,Casual,ID Men Blue Shoes,Casual Blue Casual Shoes Fall
1663,27481,Women,Apparel,Innerwear,Bra,Beige,Winter,Casual,Jockey Essence Beige Bra 2004,Casual Beige Bra Winter
1664,51401,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Myntra Men Blue and Yellow Check Shirt,Casual Blue Shirts Summer
1665,7791,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Proline Men's Polo Solid Olive T-shirt,Casual Green Tshirts Fall
1666,47564,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Portia Women Brown Sandals,Casual Brown Heels Winter
1667,34096,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Doodle Boys Printed Red T-shirt,Casual Red Tshirts Summer
1668,6643,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,Sports,Nike Women's Transform III IN Black Pink Shoe,Sports Pink Sports Shoes Summer
1669,45657,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,Park Avenue Men Navy Blue Boxer Briefs,Casual Navy Blue Briefs Summer
1670,4570,Women,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,Nike Women Iza Black Shoe,Sports Black Sports Shoes Summer
1671,15127,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,Arrow Sport Men Solid  Brown Trousers,Casual Brown Trousers Fall
1672,53732,Women,Footwear,Shoes,Casual Shoes,Green,Winter,Casual,Puma Women Green Supersuede Eco Casual Shoes,Casual Green Casual Shoes Winter
1673,44785,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Lotto Men L500 FG White Sports Shoes,Sports White Sports Shoes Summer
1674,11587,Women,Apparel,Topwear,Kurtis,White,Summer,Ethnic,W Women Printed White Kurtis,Ethnic White Kurtis Summer
1675,56240,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,Casual Navy Blue Night suits Summer
1676,40325,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,ADIDAS Men White Sport Shoes,Sports White Sports Shoes Fall
1677,57392,Women,Apparel,Innerwear,Briefs,White,Winter,Casual,Amante Women Pack of 3 Printed Briefs PFCN04,Casual White Briefs Winter
1678,10455,Men,Apparel,Topwear,Tshirts,Pink,Fall,Casual,Flying Machine Men Mauvemist Purple Tshirts,Casual Pink Tshirts Fall
1679,54517,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,F Sports Men White Bratt Sports Shoes,Sports White Sports Shoes Fall
1680,18638,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Puma Men V.11 Speed Black Tshirts,Sports Black Tshirts Fall
1681,28891,Women,Apparel,Innerwear,Briefs,Skin,Summer,Casual,Enamor Women Beige Regular-Rise Brief,Casual Skin Briefs Summer
1682,2687,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Inkfruit Women's Love Wood Orange T-shirt,Casual Orange Tshirts Summer
1683,3755,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Status Quo Men's Concerts Black T-shirt,Casual Black Tshirts Summer
1684,31180,Girls,Apparel,Bottomwear,Leggings,White,Summer,Casual,Gini and Jony Kids Leggings,Casual White Leggings Summer
1685,47100,Boys,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,Marvel Boys Red Light Spidey Shoes,Casual Red Casual Shoes Summer
1686,6227,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Lee Men's Grey Yellowbrass T-shirt,Casual Yellow Tshirts Summer
1687,17670,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Fancy Black Heels,Casual Black Heels Winter
1688,22597,Men,Apparel,Topwear,Tshirts,Orange,Fall,Sports,Nike Men Orange T-shirt,Sports Orange Tshirts Fall
1689,30260,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Casual,Red Tape Men Black Shoes,Casual Black Formal Shoes Winter
1690,54725,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Shree Women Coral Coloured Printed Kurta,Ethnic Pink Kurtas Fall
1691,6829,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Women's Lunar Swift White Blue Shoe,Sports White Sports Shoes Summer
1692,12130,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Aurelia Women Printed Green Kurtas,Ethnic Green Kurtas Fall
1693,26305,Men,Apparel,Topwear,Tshirts,Cream,Fall,Casual,Proline Men Pack of 3 T-Shirts,Casual Cream Tshirts Fall
1694,3567,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,Sports,ADIDAS Men's Silver White Running Shoe,Sports Silver Sports Shoes Summer
1695,42640,Women,Apparel,Topwear,Kurtas,Red,Summer,Casual,W Women Red Dress,Casual Red Kurtas Summer
1696,23677,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Red Tape Men Cross Band Brown Sandals,Casual Brown Sandals Summer
1697,50385,Women,Apparel,Bottomwear,Salwar and Dupatta,Pink,Fall,Ethnic,Vishudh Women Pink Salwar and Dupatta,Ethnic Pink Salwar and Dupatta Fall
1698,6015,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,Highlander Men Small Black Checked Shirt,Casual Black Shirts Summer
1699,35712,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Men Dual Fusion TR III Grey Sports Shoes,Sports Grey Sports Shoes Summer
1700,21120,Men,Apparel,Topwear,Sweaters,Purple,Fall,Casual,s.Oliver Men Solid Purple Sweater,Casual Purple Sweaters Fall
1701,15315,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes,Sports Black Sports Shoes Fall
1702,4742,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Numero Uno Women NY Grey Blue Shoe,Casual Grey Casual Shoes Summer
1703,5690,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Skechers Men Valence Envoy Black Shoe,Casual Black Casual Shoes Winter
1704,24452,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Nike Men White Court Shuttle IV Sports Shoes,Sports White Sports Shoes Summer
1705,14001,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Sports,Nike Men Solid Navy Blue Jerseys,Sports Navy Blue Tshirts Fall
1706,20234,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Wrangler Women Baroque Polo Turquoise T-shirt,Casual Blue Tshirts Fall
1707,5456,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Sports,Nike Men's Basic Woven Med Blue Short,Sports Navy Blue Shorts Summer
1708,37283,Women,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Tantra Women Brown Fight Peace T-shirt,Casual Brown Tshirts Summer
1709,44771,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Globalite Men Navy Blue Skid Shoes,Casual Grey Casual Shoes Summer
1710,11573,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,W Women Printed Green Kurtas,Ethnic Green Kurtas Summer
1711,39319,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,Casual,Gini and Jony Boys Beige Shorts,Casual Beige Shorts Summer
1712,57366,Women,Apparel,Innerwear,Briefs,Pink,Winter,Casual,Amante Women Pink Lace Briefs PCFR11,Casual Pink Briefs Winter
1713,24694,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Locomotive Men Striped White T-shirt,Casual White Tshirts Summer
1714,27011,Women,Apparel,Bottomwear,Capris,White,Summer,Casual,Jealous 21 Women White Capris,Casual White Capris Summer
1715,13224,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts,Casual Blue Sweatshirts Fall
1716,28865,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Proline Men Brown Striped Polo T-shirt,Casual Brown Tshirts Summer
1717,31174,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,Gini and Jony Girls Red Top,Casual Red Tops Summer
1718,8349,Boys,Apparel,Topwear,Tshirts,Green,Fall,Casual,Doodle Boy's I love Driving Green Kidswear,Casual Green Tshirts Fall
1719,34406,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men Black Printed T-shirt,Casual Black Tshirts Summer
1720,28059,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual,Jockey ELANCE Men Pack Of 2 Briefs 1010,Casual Blue Briefs Summer
1721,17684,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,Casual,Catwalk Women Ballerina Grey Casual Shoe,Casual Grey Casual Shoes Winter
1722,31948,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,Nike Men Air Pegasus Blue Sports Shoes,Sports Blue Sports Shoes Summer
1723,7301,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,UCB Women Stripe Short Sleeve Blue White Top,Casual Blue Tops Summer
1724,30294,Men,Apparel,Topwear,Tshirts,Off White,Summer,Casual,Myntra Men Global Response Off White T-shirt,Casual Off White Tshirts Summer
1725,27223,Women,Apparel,Dress,Dresses,Blue,Summer,Casual,Doodle Kids Girl Printed Blue Dress,Casual Blue Dresses Summer
1726,13016,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,Inc 5 Women Casual Brown Wedges,Casual Brown Heels Winter
1727,3593,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Converse Unisex Black Casual Shoes,Casual Black Casual Shoes Summer
1728,34634,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Lotto Men Brown Fella Tres Shoes,Casual Brown Casual Shoes Summer
1729,7133,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Casual,Urban Yoga Men Bottom Grey Yoga Pants,Casual Grey Track Pants Fall
1730,8947,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Indigo Nation Men ID Printed Grey Trousers,Casual Grey Trousers Fall
1731,22751,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,BIBA Women Printed White Kurta,Ethnic White Kurtas Fall
1732,52426,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,Casual,Red Rose Women Blue Nightdress,Casual Blue Nightdress Winter
1733,5664,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Tantra Men's Shloka Blue T-shirt,Casual Blue Tshirts Summer
1734,57968,Women,Apparel,Saree,Sarees,Rust,Fall,Ethnic,Prafful Rust Sari,Ethnic Rust Sarees Fall
1735,20006,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,United Colors of Benetton Women Printed Green T-shirt,Casual Green Tshirts Summer
1736,25574,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,FILA Men Trempet Black & White Sports Shoes,Sports Black Sports Shoes Summer
1737,11741,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Lee Men Stripes Navy Blue T-shirt,Casual Navy Blue Tshirts Fall
1738,10693,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,Doodle Girl Cute Purple Tops,Casual Purple Tops Fall
1739,57154,Women,Apparel,Topwear,Tshirts,Grey Melange,Summer,Casual,Elle Women Grey Melange T-shirt,Casual Grey Melange Tshirts Summer
1740,19148,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,United Colors of Benetton Men Navy Blue Polo Tshirt,Casual Navy Blue Tshirts Summer
1741,26795,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,Arrow Men Blue Shirt,Formal Blue Shirts Summer
1742,49638,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Mineral Women Pink Top,Casual Pink Tops Summer
1743,43302,Women,Apparel,Dress,Dresses,Purple,Summer,Casual,United Colors of Benetton Women Purple Dress,Casual Purple Dresses Summer
1744,2025,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,ADIDAS Mens Full Grey T-shirt,Sports Grey Tshirts Fall
1745,13472,Women,Apparel,Dress,Dresses,White,Summer,Casual,United Colors of Benetton Women Solid White Dress,Casual White Dresses Summer
1746,7557,Men,Apparel,Bottomwear,Shorts,Green,Summer,Sports,Nike Men's Tempo 5 Green Short,Sports Green Shorts Summer
1747,35382,Boys,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Enroute Boys Grey Casual Shoes,Casual Grey Casual Shoes Summer
1748,19974,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,United Colors of Benetton Women Yellow T-shirt,Casual Yellow Tshirts Summer
1749,50715,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Doodle Boys White Printed T-Shirt,Casual White Tshirts Summer
1750,6485,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,ADIDAS Men's Grey Strip T-shirt,Casual Grey Tshirts Summer
1751,34250,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,Sports,Proline Charcoal Grey Shorts,Sports Charcoal Shorts Summer
1752,14657,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Probase Men Solid DK.Grey Trousers,Casual Grey Trousers Fall
1753,33849,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,Puma Men Blue Shoes,Casual Blue Casual Shoes Summer
1754,15785,Men,Apparel,Innerwear,Briefs,Black,Summer,Casual,Facit Men Mid- Rise BF Black Briefs,Casual Black Briefs Summer
1755,57530,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Provogue Men Black Casual Shoes,Casual Black Casual Shoes Fall
1756,33075,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,U.S.Polo Assn. Men Blue & Orange Striped T-shirt,Casual Blue Tshirts Summer
1757,40587,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,Aurelia Women Brown Kurta,Ethnic Brown Kurtas Summer
1758,41455,Men,Footwear,Sandal,Sandals,Grey,Summer,Casual,Lee Cooper Men Grey Sandals,Casual Grey Sandals Summer
1759,44315,Men,Apparel,Bottomwear,Trousers,Blue,Summer,Casual,Indian Terrain Men Blue Trousers,Casual Blue Trousers Summer
1760,36735,Women,Apparel,Topwear,Tshirts,Multi,Summer,Casual,Spykar Women Cult Multi T-shirt,Casual Multi Tshirts Summer
1761,59698,Women,Apparel,Innerwear,Camisoles,Cream,Summer,Casual,Avirate Cream Fitted Camisoles,Casual Cream Camisoles Summer
1762,33247,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal,Arrow Men Grey Check Shirt,Formal Grey Shirts Summer
1763,11117,Men,Apparel,Topwear,Shirts,Grey,Fall,Formal,Indigo Nation Men Solid Grey Shirts,Formal Grey Shirts Fall
1764,41667,Women,Footwear,Shoes,Heels,Black,Spring,Casual,Catwalk Women Black Heels,Casual Black Heels Spring
1765,32395,Women,Apparel,Topwear,Shirts,Grey,Summer,Formal,Arrow Woman Grey Shirt,Formal Grey Shirts Summer
1766,12792,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Nike Men Manchester United Black Jersey,Sports Black Tshirts Fall
1767,27475,Women,Apparel,Innerwear,Bra,White,Winter,Casual,Jockey Women White Essence Bra 2001,Casual White Bra Winter
1768,13640,Women,Footwear,Shoes,Flats,Purple,Winter,Casual,Carlton London Women Purple Flat Shoes,Casual Purple Flats Winter
1769,54187,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,Casual,Jockey MC Men Grey Pack of 2 Briefs 8003,Casual Charcoal Briefs Summer
1770,16332,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,Peter England Men Stripes Red Shirt,Formal Red Shirts Fall
1771,47590,Women,Footwear,Shoes,Heels,Green,Winter,Casual,Portia Women Green Sandals,Casual Green Heels Winter
1772,34062,Girls,Apparel,Dress,Dresses,Pink,Summer,Casual,Gini and Jony Girls Printed Pink Dress,Casual Pink Dresses Summer
1773,50527,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,Casual,Chromozome Men Navy Blue Pack of 2 Briefs,Casual Navy Blue Briefs Winter
1774,56871,Women,Footwear,Shoes,Heels,Black,Winter,Casual,HM Women Black Sandals,Casual Black Heels Winter
1775,44588,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Scullers Men White & Navy Blue Check Shirt,Casual White Shirts Summer
1776,32508,Men,Footwear,Sandal,Sandals,Brown,Winter,Casual,Franco Leone Men Brown Sandals,Casual Brown Sandals Winter
1777,21923,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,BIBA Women Printed Black Kurta,Ethnic Black Kurtas Fall
1778,10658,Women,Apparel,Topwear,Tops,White,Fall,Casual,Doodle Girl Little frock White Tops,Casual White Tops Fall
1779,40128,Girls,Apparel,Topwear,Tops,Orange,Summer,Casual,Gini and Jony Girls Roseatte Orange Top,Casual Orange Tops Summer
1780,9062,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,Mark Taylor Men Pink Striped Shirt,Formal Pink Shirts Fall
1781,6816,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Timberland Men's Desert Walnut Brown Shoe,Casual Brown Casual Shoes Summer
1782,3558,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,Skechers Men's Brown Casual Lifestyle Shoe,Casual Brown Casual Shoes Winter
1783,23648,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,Disney Men Maroon Printed T-shirt,Casual Maroon Tshirts Summer
1784,12933,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Classic Polo Men Broad Stripes Green Tshirts,Casual Green Tshirts Fall
1785,54528,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,F Sports Men White Charger Shoes,Casual White Casual Shoes Fall
1786,9250,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,Mark Taylor Men Red Striped Shirt,Formal Red Shirts Fall
1787,8382,Girls,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Doodle Girl's Raw Edges Light Blue Kidswear,Casual Blue Tshirts Fall
1788,30851,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Fabindia Women Printed Green Kurta,Ethnic Green Kurtas Summer
1789,28092,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020,Casual White Innerwear Vests Summer
1790,26934,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Jealous 21 Women Black Dress,Casual Black Dresses Summer
1791,15118,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,Arrow Men Stripes Black Trousers,Formal Black Trousers Fall
1792,37248,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,United Colors of Benetton Men Brown Shoes,Casual Brown Casual Shoes Summer
1793,42029,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,Sports,ADIDAS Women Purple Chill Sports Shoes,Sports Purple Sports Shoes Summer
1794,12759,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Spykar Women Washed Blue Jeans,Casual Blue Jeans Fall
1795,35947,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Flying Machine Men White Shirt,Casual White Shirts Summer
1796,18263,Women,Apparel,Topwear,Kurtas,Yellow,Fall,Ethnic,Aneri Women Nancy Yellow Kurta,Ethnic Yellow Kurtas Fall
1797,9634,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Indigo Nation Men Price catch Black White Shirts,Formal White Shirts Fall
1798,48513,Women,Apparel,Topwear,Tops,Black,Summer,Casual,French Connection Women Black Top,Casual Black Tops Summer
1799,23822,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,Casual,Puma Men Breeze Red Flip Flops,Casual Red Flip Flops Summer
1800,42815,Women,Apparel,Innerwear,Briefs,Green,Summer,Casual,Little Miss Intimates Women Green Brief,Casual Green Briefs Summer
1801,10832,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Wrangler Men American Music Folk Green T-Shirts,Casual Green Tshirts Fall
1802,59653,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,FNF Green & Pink Evening Wear Sari,Ethnic Green Sarees Fall
1803,38664,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Nike Men Liteforce Grey Shoes,Casual Grey Casual Shoes Fall
1804,4917,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Gini and Jony Girl's Vollie Pink Kidswear,Casual Pink Tops Summer
1805,24835,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Rockport Men Brown Cashaw Camel Suede Casual Shoes,Casual Brown Casual Shoes Fall
1806,32950,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,ADIDAS Neo Unisex Court Sequence Black Shoes,Casual Black Casual Shoes Summer
1807,52089,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Women Black T-shirt,Casual Black Tshirts Summer
1808,4319,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Tantra Kid's Unisex Free Spirit Turquoise Kidswear,Casual Blue Tshirts Summer
1809,39584,Women,Footwear,Shoes,Heels,Black,Winter,Casual,Catwalk Women Black Heels,Casual Black Heels Winter
1810,45802,Women,Footwear,Shoes,Heels,Black,Fall,Casual,Senorita Women Black Flats,Casual Black Heels Fall
1811,19183,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,United Colors of Benetton Men Check Grey Shirt,Casual Grey Shirts Fall
1812,9406,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Puma Men Scribble Graphic Black Tshirts,Casual Black Tshirts Fall
1813,17825,Unisex,Footwear,Sandal,Sandals,Black,Fall,Casual,Nike Unisex Air Deschutz Black Sandal,Casual Black Sandals Fall
1814,3900,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Disney Kids Girl Pooh Pink And White Top,Casual Pink Tshirts Summer
1815,17019,Women,Footwear,Shoes,Flats,Brown,Fall,Casual,Rocia Women Casual Brown Sandal,Casual Brown Flats Fall
